"Input Order","Search Term","Mouse GeneID","MGIID","Mouse Symbol","Species 2","Human GeneID","Human Species Gene ID","Human Symbol","Ensmbl ID (link HPA)","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From","Alignment & Scores","Feedback","Gene Details"
"3492","Q91ZH7","106861","2147183","Abhd3","Human","171586","18718","ABHD3","ENSG00000158201","17","17.39","high","Yes","Yes","Compara, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ABHD3)    DRscDB Data: (ABHD3)                             Human Protein Atlas  (HPA)"
"3493","Q91ZP3","14245","1891340","Lpin1","Human","23175","13345","LPIN1","ENSG00000134324","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (LPIN1)    DRscDB Data: (LPIN1)                             Human Protein Atlas  (HPA)"
"3494","Q99JH8","68137","1915387","Kdelr1","Human","10945","6304","KDELR1","ENSG00000105438","18","18.35","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (KDELR1)    DRscDB Data: (KDELR1)                             Human Protein Atlas  (HPA)"
"3495","Q99JV5","170459","2156764","Stard4","Human","134429","18058","STARD4","ENSG00000164211","17","17.34","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (STARD4)    DRscDB Data: (STARD4)                             Human Protein Atlas  (HPA)"
"3496","Q99JY4","67976","1915226","Trabd","Human","80305","28805","TRABD","ENSG00000170638","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TRABD)    DRscDB Data: (TRABD)                             Human Protein Atlas  (HPA)"
"3497","Q99JY8","67916","1915166","Plpp3","Human","8613","9229","PLPP3","ENSG00000162407","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PLPP3)    DRscDB Data: (PLPP3)                             Human Protein Atlas  (HPA)"
"3498","Q99KE1","107029","2147351","Me2","Human","4200","6984","ME2","ENSG00000082212","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ME2)    DRscDB Data: (ME2)                             Human Protein Atlas  (HPA)"
"3499","Q99KU0","75909","1923159","Vmp1","Human","81671","29559","VMP1","ENSG00000062716","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (VMP1)    DRscDB Data: (VMP1)                             Human Protein Atlas  (HPA)"
"3500","Q99LC2","67337","1914587","Cstf1","Human","1477","2483","CSTF1","ENSG00000101138","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CSTF1)    DRscDB Data: (CSTF1)                             Human Protein Atlas  (HPA)"
"3501","Q99N84","66973","1914223","Mrps18b","Human","28973","14516","MRPS18B","ENSG00000204568","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPS18B)    DRscDB Data: (MRPS18B)                             Human Protein Atlas  (HPA)"
"3502","Q99N89","94067","2137229","Mrpl43","Human","84545","14517","MRPL43","ENSG00000055950","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPL43)    DRscDB Data: (MRPL43)                             Human Protein Atlas  (HPA)"
"3503","Q99N91","94065","2137227","Mrpl34","Human","64981","14488","MRPL34","ENSG00000130312","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPL34)    DRscDB Data: (MRPL34)                             Human Protein Atlas  (HPA)"
"3504","Q99N92","94064","2137224","Mrpl27","Human","51264","14483","MRPL27","ENSG00000108826","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (MRPL27)    DRscDB Data: (MRPL27)                             Human Protein Atlas  (HPA)"
"3505","Q99N94","78523","2137211","Mrpl9","Human","65005","14277","MRPL9","ENSG00000143436","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPL9)    DRscDB Data: (MRPL9)                             Human Protein Atlas  (HPA)"
"3506","Q99N95","94062","2137204","Mrpl3","Human","11222","10379","MRPL3","ENSG00000114686","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPL3)    DRscDB Data: (MRPL3)                             Human Protein Atlas  (HPA)"
"3507","Q99PL6","66530","1913780","Ubxn6","Human","80700","14928","UBXN6","ENSG00000167671","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (UBXN6)    DRscDB Data: (UBXN6)                             Human Protein Atlas  (HPA)"
"3508","Q99PM3","83602","1933277","Gtf2a1","Human","2957","4646","GTF2A1","ENSG00000165417","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (GTF2A1)    DRscDB Data: (GTF2A1)                             Human Protein Atlas  (HPA)"
"3509","Q9CPR7","66641","1913891","Sike1","Human","80143","26119","SIKE1","ENSG00000052723","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (SIKE1)    DRscDB Data: (SIKE1)                             Human Protein Atlas  (HPA)"
"3510","Q9CPU4","66447","1913697","Mgst3","Human","4259","7064","MGST3","ENSG00000143198","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MGST3)    DRscDB Data: (MGST3)                             Human Protein Atlas  (HPA)"
"3511","Q9CPX7","66242","1913492","Mrps16","Human","51021","14048","MRPS16","ENSG00000182180","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (MRPS16)    DRscDB Data: (MRPS16)                             Human Protein Atlas  (HPA)"
"3512","Q9CQ45","66208","1913458","Nenf","Human","29937","30384","NENF","ENSG00000117691","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (NENF)    DRscDB Data: (NENF)                             Human Protein Atlas  (HPA)"
"3513","Q9CQ52","67868","1915118","Cela3b","Human","23436","15945","CELA3B","ENSG00000219073","16","16.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CELA3B)    DRscDB Data: (CELA3B)                             Human Protein Atlas  (HPA)"
"3514","Q9CQ89","67675","1914925","Cuta","Human","51596","21101","CUTA","ENSG00000112514","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CUTA)    DRscDB Data: (CUTA)                             Human Protein Atlas  (HPA)"
"3515","Q9CQA6","66121","1913371","Chchd1","Human","118487","23518","CHCHD1","ENSG00000172586","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (CHCHD1)    DRscDB Data: (CHCHD1)                             Human Protein Atlas  (HPA)"
"3516","Q9CQE3","66258","1913508","Mrps17","Human","51373","14047","MRPS17","ENSG00000239789","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MRPS17)    DRscDB Data: (MRPS17)                             Human Protein Atlas  (HPA)"
"3517","Q9CQF8","67840","1915090","Mrpl57","Human","78988","14514","MRPL57","ENSG00000173141","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPL57)    DRscDB Data: (MRPL57)                             Human Protein Atlas  (HPA)"
"3518","Q9CQN6","66154","1913404","Tmem14c","Human","51522","20952","TMEM14C","ENSG00000111843","18","18.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (TMEM14C)    DRscDB Data: (TMEM14C)                             Human Protein Atlas  (HPA)"
"3519","Q9CQN7","107733","1333816","Mrpl41","Human","64975","14492","MRPL41","ENSG00000182154","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPL41)    DRscDB Data: (MRPL41)                             Human Protein Atlas  (HPA)"
"3520","Q9CQV6","67443","1914693","Map1lc3b","Human","81631","13352","MAP1LC3B","ENSG00000140941","16","16.47","high","Yes","Yes","eggNOG, HGNC, Homologene, NCBI, OrthoDB, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (MAP1LC3B)    DRscDB Data: (MAP1LC3B)                             Human Protein Atlas  (HPA)"
"3521","Q9CQV7","67713","1914963","Dnajc19","Human","131118","30528","DNAJC19","ENSG00000205981","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DNAJC19)    DRscDB Data: (DNAJC19)                             Human Protein Atlas  (HPA)"
"3522","Q9CR13","66117","1913367","Fmc1","Human","154791","26946","FMC1","ENSG00000164898","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (FMC1)    DRscDB Data: (FMC1)                             Human Protein Atlas  (HPA)"
"3523","Q9CR20","66191","1913441","Ier3ip1","Human","51124","18550","IER3IP1","ENSG00000134049","17","17.36","high","Yes","Yes","eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (IER3IP1)    DRscDB Data: (IER3IP1)                             Human Protein Atlas  (HPA)"
"3524","Q9CRA4","66234","1913484","Msmo1","Human","6307","10545","MSMO1","ENSG00000052802","16","16.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid","","Add","G2F details (MSMO1)    DRscDB Data: (MSMO1)                             Human Protein Atlas  (HPA)"
"3525","Q9CRA8","27998","107889","Exosc5","Human","56915","24662","EXOSC5","ENSG00000077348","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (EXOSC5)    DRscDB Data: (EXOSC5)                             Human Protein Atlas  (HPA)"
"3526","Q9CWW6","69713","1916963","Pin4","Human","5303","8992","PIN4","ENSG00000102309","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PIN4)    DRscDB Data: (PIN4)                             Human Protein Atlas  (HPA)"
"3527","Q9CXY9","329777","1913863","Pigk","Human","10026","8965","PIGK","ENSG00000142892","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PIGK)    DRscDB Data: (PIGK)                             Human Protein Atlas  (HPA)"
"3528","Q9CY62","66510","1913760","Rnf181","Human","51255","28037","RNF181","ENSG00000168894","18","18.36","high","Yes","Yes","eggNOG, HGNC, Homologene, Isobase, NCBI, OrthoDB, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (RNF181)    DRscDB Data: (RNF181)                             Human Protein Atlas  (HPA)"
"3529","Q9CZH3","66506","1913756","Psmg3","Human","84262","22420","PSMG3","ENSG00000157778","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (PSMG3)    DRscDB Data: (PSMG3)                             Human Protein Atlas  (HPA)"
"3530","Q9CZP5","66821","1914071","Bcs1l","Human","617","1020","BCS1L","ENSG00000074582","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (BCS1L)    DRscDB Data: (BCS1L)                             Human Protein Atlas  (HPA)"
"3531","Q9D0B6","67683","1914933","Pbdc1","Human","51260","28790","PBDC1","ENSG00000102390","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (PBDC1)    DRscDB Data: (PBDC1)                             Human Protein Atlas  (HPA)"
"3532","Q9D0L4","72113","1919363","Adck1","Human","57143","19038","ADCK1","ENSG00000063761","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (ADCK1)    DRscDB Data: (ADCK1)                             Human Protein Atlas  (HPA)"
"3533","Q9D0Z3","68777","1916027","Tmem53","Human","79639","26186","TMEM53","ENSG00000126106","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (TMEM53)    DRscDB Data: (TMEM53)                             Human Protein Atlas  (HPA)"
"3534","Q9D1H8","68499","1915749","Mrpl53","Human","116540","16684","MRPL53","ENSG00000204822","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPL53)    DRscDB Data: (MRPL53)                             Human Protein Atlas  (HPA)"
"3535","Q9D1Q4","68563","1915813","Dpm3","Human","54344","3007","DPM3","ENSG00000179085","18","18.24","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Isobase, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (DPM3)    DRscDB Data: (DPM3)                             Human Protein Atlas  (HPA)"
"3536","Q9D2R8","14548","1338046","Mrps33","Human","51650","16634","MRPS33","ENSG00000090263","18","18.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid, SwiftOrtho","","Add","G2F details (MRPS33)    DRscDB Data: (MRPS33)                             Human Protein Atlas  (HPA)"
"3537","Q9D708","67860","1915110","S100a16","Human","140576","20441","S100A16","ENSG00000188643","17","17.26","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, SonicParanoid, SwiftOrtho","","Add","G2F details (S100A16)    DRscDB Data: (S100A16)                             Human Protein Atlas  (HPA)"
"3538","Q9D7J4","66359","1913609","Cox20","Human","116228","26970","COX20","ENSG00000203667","17","17.29","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, NCBI, TreeFam, Domainoid, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, SonicParanoid","","Add","G2F details (COX20)    DRscDB Data: (COX20)                             Human Protein Atlas  (HPA)"
